Afghanistan,Save the Children,10
Albania,International Rescue Committee,11
Algeria,Partners in Health,12
American Samoa,Catholic Relief Services,13
Andorra,Direct Relief,14
Angola,Doctors Without Borders/Médecins Sans Frontières,15
Antigua and Barbuda,Oxfam America,16
Argentina,UNICEF,17
Armenia,Boys & Girls Clubs of America,18
Australia,CASA,19
Austria,March of Dimes,20
Azerbaijan,National Center for Missing and Exploited Children,21
Bahrain,Partnership for a Drug-Free America,22
Bangladesh,Reach Out and Read,23
Barbados,Save the Children,24
Belarus,International Rescue Committee,25
Belgium,Partners in Health,26
Belize,Catholic Relief Services,27
Benin,Direct Relief,28
Bermuda,Doctors Without Borders/Médecins Sans Frontières,29
Bhutan,Oxfam America,30
Bolivia,UNICEF,31
Bosnia and Herzegovina,Boys & Girls Clubs of America,32
Botswana,CASA,33
Brazil,March of Dimes,34
Brunei,National Center for Missing and Exploited Children,35
Bulgaria,Partnership for a Drug-Free America,36
Burkina Faso,Reach Out and Read,37
Burundi,Save the Children,38
Cambodia,International Rescue Committee,39
Cameroon,Partners in Health,40
Canada,Catholic Relief Services,41
Cape Verde,Direct Relief,42
Central African Republic,Doctors Without Borders/Médecins Sans Frontières,43
Chad,Oxfam America,44
Chile,UNICEF,45
China,Boys & Girls Clubs of America,46
Colombia,CASA,47
Comoros,March of Dimes,48
Congo,National Center for Missing and Exploited Children,49
Costa Rica,Partnership for a Drug-Free America,50
Cote d'Ivoire,Reach Out and Read,51
Croatia,Save the Children,52
Cuba,International Rescue Committee,53
Cyprus,Partners in Health,54
Czech Republic,Catholic Relief Services,55
Democratic Republic of the Congo,Direct Relief,56
Denmark,Doctors Without Borders/Médecins Sans Frontières,57
Djibouti,Oxfam America,58
Dominica,UNICEF,59
Dominican Republic,Boys & Girls Clubs of America,60
Ecuador,CASA,61
Egypt,March of Dimes,62
El Salvador,National Center for Missing and Exploited Children,63
Equatorial Guinea,Partnership for a Drug-Free America,64
Eritrea,Reach Out and Read,65
Estonia,Save the Children,66
Ethiopia,International Rescue Committee,67
Federated States of Micronesia,Partners in Health,68
Fiji,Catholic Relief Services,69
Finland,Direct Relief,70
France,Doctors Without Borders/Médecins Sans Frontières,71
Gabon,Oxfam America,72
Georgia,UNICEF,73
Germany,Boys & Girls Clubs of America,74
Ghana,CASA,75
Greece,March of Dimes,76
Greenland,National Center for Missing and Exploited Children,77
Grenada,Partnership for a Drug-Free America,78
Guam,Reach Out and Read,79
Guatemala,Save the Children,80
Guinea,International Rescue Committee,81
Guinea-Bissau,Partners in Health,82
Guyana,Catholic Relief Services,83
Haiti,Direct Relief,84
Honduras,Doctors Without Borders/Médecins Sans Frontières,85
Hungary,Oxfam America,86
Iceland,UNICEF,87
India,Boys & Girls Clubs of America,88
Indonesia,CASA,89
Iran,March of Dimes,90
Iraq,National Center for Missing and Exploited Children,91
Ireland,Partnership for a Drug-Free America,92
Israel,Reach Out and Read,93
Italy,Save the Children,94
Jamaica,International Rescue Committee,95
Japan,Partners in Health,96
Jordan,Catholic Relief Services,97
Kazakhstan,Direct Relief,98
Kenya,Doctors Without Borders/Médecins Sans Frontières,99
Kiribati,Oxfam America,100
Kuwait,UNICEF,101
Kyrgyzstan,Boys & Girls Clubs of America,102
Laos,CASA,103
Latvia,March of Dimes,104
Lebanon,National Center for Missing and Exploited Children,105
Lesotho,Partnership for a Drug-Free America,106
Liberia,Reach Out and Read,107
Libya,Save the Children,108
Lithuania,International Rescue Committee,109
Luxembourg,Partners in Health,110
Macedonia,Catholic Relief Services,111
Madagascar,Direct Relief,112
Malawi,Doctors Without Borders/Médecins Sans Frontières,113
Malaysia,Oxfam America,114
Maldives,UNICEF,115
Mali,Boys & Girls Clubs of America,116
Malta,CASA,117
Marshall Islands,March of Dimes,118
Mauritania,National Center for Missing and Exploited Children,119
Mauritius,Partnership for a Drug-Free America,120
Mexico,Reach Out and Read,121
Moldova,Save the Children,122
Mongolia,International Rescue Committee,123
Montenegro,Partners in Health,124
Morocco,Catholic Relief Services,125
Mozambique,Direct Relief,126
Myanmar,Doctors Without Borders/Médecins Sans Frontières,127
Namibia,Oxfam America,128
Nepal,UNICEF,129
Netherlands,Boys & Girls Clubs of America,130
New Zealand,CASA,131
Nicaragua,March of Dimes,132
Niger,National Center for Missing and Exploited Children,133
Nigeria,Partnership for a Drug-Free America,134
North Korea,Reach Out and Read,135
Northern Mariana Islands,Save the Children,136
Norway,International Rescue Committee,137
Oman,Partners in Health,138
Pakistan,Catholic Relief Services,139
Palestine,Direct Relief,140
Panama,Doctors Without Borders/Médecins Sans Frontières,141
Papua New Guinea,Oxfam America,142
Paraguay,UNICEF,143
Peru,Boys & Girls Clubs of America,144
Philippines,CASA,145
Poland,March of Dimes,146
Portugal,National Center for Missing and Exploited Children,147
Puerto Rico,Partnership for a Drug-Free America,148
Qatar,Reach Out and Read,149
Romania,Save the Children,150
Russian Federation,International Rescue Committee,151
Rwanda,Partners in Health,152
Saint Lucia,Catholic Relief Services,153
Saint Vincent and the Grenadines,Direct Relief,154
Samoa,Doctors Without Borders/Médecins Sans Frontières,155
Sao Tome and Principe,Oxfam America,156
Saudi Arabia,UNICEF,157
Senegal,Boys & Girls Clubs of America,158
Serbia,CASA,159
Seychelles,March of Dimes,160
Sierra Leone,National Center for Missing and Exploited Children,161
Singapore,Partnership for a Drug-Free America,162
Slovakia,Reach Out and Read,163
Slovenia,Save the Children,164
Solomon Islands,International Rescue Committee,165
Somalia,Partners in Health,166
South Africa,Catholic Relief Services,167
South Korea,Direct Relief,168
South Sudan,Doctors Without Borders/Médecins Sans Frontières,169
Spain,Oxfam America,170
Sri Lanka,UNICEF,171
Sudan,Boys & Girls Clubs of America,172
Suriname,CASA,173
Swaziland,March of Dimes,174
Sweden,National Center for Missing and Exploited Children,175
Switzerland,Partnership for a Drug-Free America,176
Syria,Reach Out and Read,177
Taiwan (Province of China),Save the Children,178
Tajikistan,International Rescue Committee,179
Tanzania,Partners in Health,180
Thailand,Catholic Relief Services,181
The Bahamas,Direct Relief,182
The Gambia,Doctors Without Borders/Médecins Sans Frontières,183
Timor-Leste,Oxfam America,184
Togo,UNICEF,185
Tonga,Boys & Girls Clubs of America,186
Trinidad and Tobago,CASA,187
Tunisia,March of Dimes,188
Turkey,National Center for Missing and Exploited Children,189
Turkmenistan,Partnership for a Drug-Free America,190
Uganda,Reach Out and Read,191
Ukraine,Save the Children,192
United Arab Emirates,International Rescue Committee,193
United Kingdom,Partners in Health,194
United States,Catholic Relief Services,195
Uruguay,Direct Relief,196
Uzbekistan,Doctors Without Borders/Médecins Sans Frontières,197
Vanuatu,Oxfam America,198
Venezuela,UNICEF,199
Vietnam,Boys & Girls Clubs of America,200
"Virgin Islands, U.S.",CASA,201
Yemen,March of Dimes,202
Zambia,National Center for Missing and Exploited Children,203
Zimbabwe,Partnership for a Drug-Free America,204
Afghanistan,Reach Out and Read,205
Albania,Save the Children,206
Algeria,International Rescue Committee,207
American Samoa,Partners in Health,208
Andorra,Catholic Relief Services,209
Angola,Direct Relief,210
Antigua and Barbuda,Doctors Without Borders/Médecins Sans Frontières,211
Argentina,Oxfam America,212
Armenia,UNICEF,213
Australia,Boys & Girls Clubs of America,214
Austria,CASA,215
Azerbaijan,March of Dimes,216
Bahrain,National Center for Missing and Exploited Children,217
Bangladesh,Partnership for a Drug-Free America,218
Barbados,Reach Out and Read,219
Belarus,Save the Children,220
Belgium,International Rescue Committee,221
Belize,Partners in Health,222
Benin,Catholic Relief Services,223
Bermuda,Direct Relief,224
Bhutan,Doctors Without Borders/Médecins Sans Frontières,225
Bolivia,Oxfam America,226
Bosnia and Herzegovina,UNICEF,227
Botswana,Boys & Girls Clubs of America,228
Brazil,CASA,229
Brunei,March of Dimes,230
Bulgaria,National Center for Missing and Exploited Children,231
Burkina Faso,Partnership for a Drug-Free America,232
Burundi,Reach Out and Read,233
Cambodia,Save the Children,234
Cameroon,International Rescue Committee,235
Canada,Partners in Health,236
Cape Verde,Catholic Relief Services,237
Central African Republic,Direct Relief,238
Chad,Doctors Without Borders/Médecins Sans Frontières,239
Chile,Oxfam America,240
China,UNICEF,241
Colombia,Boys & Girls Clubs of America,242
Comoros,CASA,243
Congo,March of Dimes,244
Costa Rica,National Center for Missing and Exploited Children,245
Cote d'Ivoire,Partnership for a Drug-Free America,246
Croatia,Reach Out and Read,247
Cuba,Save the Children,248
Cyprus,International Rescue Committee,249
Czech Republic,Partners in Health,250
Democratic Republic of the Congo,Catholic Relief Services,251
Denmark,Direct Relief,252
Djibouti,Doctors Without Borders/Médecins Sans Frontières,253
Dominica,Oxfam America,254
Dominican Republic,UNICEF,255
Ecuador,Boys & Girls Clubs of America,256
Egypt,CASA,257
El Salvador,March of Dimes,258
Equatorial Guinea,National Center for Missing and Exploited Children,259
Eritrea,Partnership for a Drug-Free America,260
Estonia,Reach Out and Read,261
Ethiopia,Save the Children,262
Federated States of Micronesia,International Rescue Committee,263
Fiji,Partners in Health,264
Finland,Catholic Relief Services,265
France,Direct Relief,266
Gabon,Doctors Without Borders/Médecins Sans Frontières,267
Georgia,Oxfam America,268
Germany,UNICEF,269
Ghana,Boys & Girls Clubs of America,270
Greece,CASA,271
Greenland,March of Dimes,272
Grenada,National Center for Missing and Exploited Children,273
Guam,Partnership for a Drug-Free America,274
Guatemala,Reach Out and Read,275
Guinea,Save the Children,276
Guinea-Bissau,International Rescue Committee,277
Guyana,Partners in Health,278
Haiti,Catholic Relief Services,279
Honduras,Direct Relief,280
Hungary,Doctors Without Borders/Médecins Sans Frontières,281
Iceland,Oxfam America,282
India,UNICEF,283
Indonesia,Boys & Girls Clubs of America,284
Iran,CASA,285
Iraq,March of Dimes,286
Ireland,National Center for Missing and Exploited Children,287
Israel,Partnership for a Drug-Free America,288
Italy,Reach Out and Read,289
Jamaica,Save the Children,290
Japan,International Rescue Committee,291
Jordan,Partners in Health,292
Kazakhstan,Catholic Relief Services,293
Kenya,Direct Relief,294
Kiribati,Doctors Without Borders/Médecins Sans Frontières,295
Kuwait,Oxfam America,296
Kyrgyzstan,UNICEF,297
Laos,Boys & Girls Clubs of America,298
Latvia,CASA,299
Lebanon,March of Dimes,300
Lesotho,National Center for Missing and Exploited Children,301
Liberia,Partnership for a Drug-Free America,302
Libya,Reach Out and Read,303
Lithuania,Save the Children,304
Luxembourg,International Rescue Committee,305
Macedonia,Partners in Health,306
Madagascar,Catholic Relief Services,307
Malawi,Direct Relief,308
Malaysia,Doctors Without Borders/Médecins Sans Frontières,309
Maldives,Oxfam America,310
Mali,UNICEF,311
Malta,Boys & Girls Clubs of America,312
Marshall Islands,CASA,313
Mauritania,March of Dimes,314
Mauritius,National Center for Missing and Exploited Children,315
Mexico,Partnership for a Drug-Free America,316
Moldova,Reach Out and Read,317
Mongolia,Save the Children,318
Montenegro,International Rescue Committee,319
Morocco,Partners in Health,320
Mozambique,Catholic Relief Services,321
Myanmar,Direct Relief,322
Namibia,Doctors Without Borders/Médecins Sans Frontières,323
Nepal,Oxfam America,324
Netherlands,UNICEF,325
New Zealand,Boys & Girls Clubs of America,326
Nicaragua,CASA,327
Niger,March of Dimes,328
Nigeria,National Center for Missing and Exploited Children,329
North Korea,Partnership for a Drug-Free America,330
Northern Mariana Islands,Reach Out and Read,331
Norway,Save the Children,332
Oman,International Rescue Committee,333
Pakistan,Partners in Health,334
Palestine,Catholic Relief Services,335
Panama,Direct Relief,336
Papua New Guinea,Doctors Without Borders/Médecins Sans Frontières,337
Paraguay,Oxfam America,338
Peru,UNICEF,339
Philippines,Boys & Girls Clubs of America,340
Poland,CASA,341
Portugal,March of Dimes,342
Puerto Rico,National Center for Missing and Exploited Children,343
Qatar,Partnership for a Drug-Free America,344
Romania,Reach Out and Read,345
Russian Federation,Save the Children,346
Rwanda,International Rescue Committee,347
Saint Lucia,Partners in Health,348
Saint Vincent and the Grenadines,Catholic Relief Services,349
Samoa,Direct Relief,350
Sao Tome and Principe,Doctors Without Borders/Médecins Sans Frontières,351
Saudi Arabia,Oxfam America,352
Senegal,UNICEF,353
Serbia,Boys & Girls Clubs of America,354
Seychelles,CASA,355
Sierra Leone,March of Dimes,356
Singapore,National Center for Missing and Exploited Children,357
Slovakia,Partnership for a Drug-Free America,358
Slovenia,Reach Out and Read,359
Solomon Islands,Save the Children,360
Somalia,International Rescue Committee,361
South Africa,Partners in Health,362
South Korea,Catholic Relief Services,363
South Sudan,Direct Relief,364
Spain,Doctors Without Borders/Médecins Sans Frontières,365
Sri Lanka,Oxfam America,366
Sudan,UNICEF,367
Suriname,Boys & Girls Clubs of America,368
Swaziland,CASA,369
Sweden,March of Dimes,370
Switzerland,National Center for Missing and Exploited Children,371
Syria,Partnership for a Drug-Free America,372
Taiwan (Province of China),Reach Out and Read,373
Tajikistan,Save the Children,374
Tanzania,International Rescue Committee,375
Thailand,Partners in Health,376
The Bahamas,Catholic Relief Services,377
The Gambia,Direct Relief,378
Timor-Leste,Doctors Without Borders/Médecins Sans Frontières,379
Togo,Oxfam America,380
Tonga,UNICEF,381
Trinidad and Tobago,Boys & Girls Clubs of America,382
Tunisia,CASA,383
Turkey,March of Dimes,384
Turkmenistan,National Center for Missing and Exploited Children,385
Uganda,Partnership for a Drug-Free America,386
Ukraine,Reach Out and Read,387
United Arab Emirates,Save the Children,388
United Kingdom,International Rescue Committee,389
United States,Partners in Health,390
Uruguay,Catholic Relief Services,391
Uzbekistan,Direct Relief,392
Vanuatu,Doctors Without Borders/Médecins Sans Frontières,393
Venezuela,Oxfam America,394
Vietnam,UNICEF,395
"Virgin Islands, U.S.",Boys & Girls Clubs of America,396
Yemen,CASA,397
Zambia,March of Dimes,398
Zimbabwe,National Center for Missing and Exploited Children,399